,subject_id,island_idx,block_type,trial_num,theta,student_a,student_b,first_examples_a,first_examples_b,first_guess,teacher_knowledge,feedback_choice,bonus,second_examples_a,second_examples_b,final_guess,total_bonus,understood,n_attention_passed
260,A1HKYY6XI2OHO1,10,partial,0,0.7,9,1,3,2,,100,no,,,,,3.9,yes,2
261,A1HKYY6XI2OHO1,10,partial,1,0.7,9,1,,,,,,,3,2,100,3.9,yes,2
262,A1HKYY6XI2OHO1,11,partial,0,0.7,1,9,5,0,,100,no,,,,,3.9,yes,2
263,A1HKYY6XI2OHO1,11,partial,1,0.7,1,9,,,,,,,3,2,100,3.9,yes,2
264,A1M3KGD9H8RTBH,0,partial,0,0.3,1,9,0,5,,0,no,,,,,5.4,yes,2
265,A1M3KGD9H8RTBH,0,partial,1,0.3,1,9,,,,,,,2,3,0,5.4,yes,2
266,A1M3KGD9H8RTBH,1,partial,0,0.3,9,1,1,4,100,0,yes,,,,,5.4,yes,2
267,A1M3KGD9H8RTBH,1,partial,1,0.3,9,1,,,,,,,2,3,0,5.4,yes,2
268,A1M3KGD9H8RTBH,2,partial,0,0.3,9,1,2,3,0,0,yes,,,,,5.4,yes,2
269,A1M3KGD9H8RTBH,2,partial,1,0.3,9,1,,,,,,,2,3,0,5.4,yes,2
270,A1M3KGD9H8RTBH,3,partial,0,0.7,9,1,3,2,,100,no,,,,,5.4,yes,2
271,A1M3KGD9H8RTBH,3,partial,1,0.7,9,1,,,,,,,3,2,100,5.4,yes,2
272,A1M3KGD9H8RTBH,4,partial,0,0.3,1,9,1,4,,100,no,,,,,5.4,yes,2
273,A1M3KGD9H8RTBH,4,partial,1,0.3,1,9,,,,,,,2,3,0,5.4,yes,2
274,A1M3KGD9H8RTBH,5,partial,0,0.7,9,1,4,1,,100,no,,,,,5.4,yes,2
275,A1M3KGD9H8RTBH,5,partial,1,0.7,9,1,,,,,,,3,2,100,5.4,yes,2
276,A1M3KGD9H8RTBH,6,partial,0,0.7,1,9,5,0,0,0,yes,,,,,5.4,yes,2
277,A1M3KGD9H8RTBH,6,partial,1,0.7,1,9,,,,,,,3,2,100,5.4,yes,2
278,A1M3KGD9H8RTBH,7,partial,0,0.3,1,9,2,3,,100,no,,,,,5.4,yes,2
279,A1M3KGD9H8RTBH,7,partial,1,0.3,1,9,,,,,,,2,3,0,5.4,yes,2
280,A1M3KGD9H8RTBH,8,partial,0,0.7,1,9,4,1,100,0,yes,,,,,5.4,yes,2
281,A1M3KGD9H8RTBH,8,partial,1,0.7,1,9,,,,,,,3,2,100,5.4,yes,2
282,A1M3KGD9H8RTBH,9,partial,0,0.3,9,1,0,5,0,0,yes,,,,,5.4,yes,2
283,A1M3KGD9H8RTBH,9,partial,1,0.3,9,1,,,,,,,2,3,0,5.4,yes,2
284,A1M3KGD9H8RTBH,10,partial,0,0.7,9,1,5,0,,100,no,,,,,5.4,yes,2
285,A1M3KGD9H8RTBH,10,partial,1,0.7,9,1,,,,,,,3,2,100,5.4,yes,2
286,A1M3KGD9H8RTBH,11,partial,0,0.7,1,9,3,2,50,0,yes,,,,,5.4,yes,2
287,A1M3KGD9H8RTBH,11,partial,1,0.7,1,9,,,,,,,3,2,100,5.4,yes,2
288,A1M64R8HPYNNZA,0,partial,0,0.3,1,9,1,4,,81,no,,,,,4.3,yes,1
289,A1M64R8HPYNNZA,0,partial,1,0.3,1,9,,,,,,,2,3,6,4.3,yes,1
290,A1M64R8HPYNNZA,1,partial,0,0.7,9,1,4,1,91,78,yes,,,,,4.3,yes,1
291,A1M64R8HPYNNZA,1,partial,1,0.7,9,1,,,,,,,3,2,89,4.3,yes,1
292,A1M64R8HPYNNZA,2,partial,0,0.3,1,9,0,5,,93,no,,,,,4.3,yes,1
293,A1M64R8HPYNNZA,2,partial,1,0.3,1,9,,,,,,,2,3,5,4.3,yes,1
294,A1M64R8HPYNNZA,3,partial,0,0.3,1,9,2,3,,13,no,,,,,4.3,yes,1
295,A1M64R8HPYNNZA,3,partial,1,0.3,1,9,,,,,,,2,3,11,4.3,yes,1
296,A1M64R8HPYNNZA,4,partial,0,0.3,9,1,2,3,,83,no,,,,,4.3,yes,1
297,A1M64R8HPYNNZA,4,partial,1,0.3,9,1,,,,,,,2,3,18,4.3,yes,1
298,A1M64R8HPYNNZA,5,partial,0,0.7,1,9,5,0,,31,no,,,,,4.3,yes,1
299,A1M64R8HPYNNZA,5,partial,1,0.7,1,9,,,,,,,3,2,73,4.3,yes,1
300,A1M64R8HPYNNZA,6,partial,0,0.3,9,1,0,5,,61,no,,,,,4.3,yes,1
301,A1M64R8HPYNNZA,6,partial,1,0.3,9,1,,,,,,,2,3,66,4.3,yes,1
302,A1M64R8HPYNNZA,7,partial,0,0.7,1,9,4,1,,86,no,,,,,4.3,yes,1
303,A1M64R8HPYNNZA,7,partial,1,0.7,1,9,,,,,,,3,2,68,4.3,yes,1
304,A1M64R8HPYNNZA,8,partial,0,0.7,1,9,3,2,,82,no,,,,,4.3,yes,1
305,A1M64R8HPYNNZA,8,partial,1,0.7,1,9,,,,,,,3,2,19,4.3,yes,1
306,A1M64R8HPYNNZA,9,partial,0,0.7,9,1,3,2,,14,no,,,,,4.3,yes,1
307,A1M64R8HPYNNZA,9,partial,1,0.7,9,1,,,,,,,3,2,75,4.3,yes,1
308,A1M64R8HPYNNZA,10,partial,0,0.7,9,1,5,0,72,75,yes,,,,,4.3,yes,1
309,A1M64R8HPYNNZA,10,partial,1,0.7,9,1,,,,,,,3,2,81,4.3,yes,1
310,A1M64R8HPYNNZA,11,partial,0,0.3,9,1,1,4,,81,no,,,,,4.3,yes,1
311,A1M64R8HPYNNZA,11,partial,1,0.3,9,1,,,,,,,2,3,80,4.3,yes,1
312,A1OZPLHNIU1519,0,partial,0,0.3,1,9,0,5,,95,no,,,,,5.4,yes,2
313,A1OZPLHNIU1519,0,partial,1,0.3,1,9,,,,,,,2,3,0,5.4,yes,2
314,A1OZPLHNIU1519,1,partial,0,0.7,9,1,3,2,,79,no,,,,,5.4,yes,2
315,A1OZPLHNIU1519,1,partial,1,0.7,9,1,,,,,,,3,2,100,5.4,yes,2
316,A1OZPLHNIU1519,2,partial,0,0.3,9,1,2,3,100,72,yes,,,,,5.4,yes,2
317,A1OZPLHNIU1519,2,partial,1,0.3,9,1,,,,,,,2,3,19,5.4,yes,2
318,A1OZPLHNIU1519,3,partial,0,0.7,1,9,3,2,0,75,yes,,,,,5.4,yes,2
319,A1OZPLHNIU1519,3,partial,1,0.7,1,9,,,,,,,3,2,84,5.4,yes,2
320,A1OZPLHNIU1519,4,partial,0,0.3,1,9,1,4,,88,no,,,,,5.4,yes,2
321,A1OZPLHNIU1519,4,partial,1,0.3,1,9,,,,,,,2,3,0,5.4,yes,2
322,A1OZPLHNIU1519,5,partial,0,0.7,1,9,5,0,91,87,yes,,,,,5.4,yes,2
323,A1OZPLHNIU1519,5,partial,1,0.7,1,9,,,,,,,3,2,93,5.4,yes,2
324,A1OZPLHNIU1519,6,partial,0,0.3,9,1,1,4,19,73,yes,,,,,5.4,yes,2
325,A1OZPLHNIU1519,6,partial,1,0.3,9,1,,,,,,,2,3,22,5.4,yes,2
326,A1OZPLHNIU1519,7,partial,0,0.7,9,1,5,0,,25,no,,,,,5.4,yes,2
327,A1OZPLHNIU1519,7,partial,1,0.7,9,1,,,,,,,3,2,100,5.4,yes,2
328,A1OZPLHNIU1519,8,partial,0,0.7,1,9,4,1,88,80,yes,,,,,5.4,yes,2
329,A1OZPLHNIU1519,8,partial,1,0.7,1,9,,,,,,,3,2,85,5.4,yes,2
330,A1OZPLHNIU1519,9,partial,0,0.7,9,1,4,1,,28,no,,,,,5.4,yes,2
331,A1OZPLHNIU1519,9,partial,1,0.7,9,1,,,,,,,3,2,98,5.4,yes,2
332,A1OZPLHNIU1519,10,partial,0,0.3,9,1,0,5,20,94,yes,,,,,5.4,yes,2
333,A1OZPLHNIU1519,10,partial,1,0.3,9,1,,,,,,,2,3,15,5.4,yes,2
334,A1OZPLHNIU1519,11,partial,0,0.3,1,9,2,3,,76,no,,,,,5.4,yes,2
335,A1OZPLHNIU1519,11,partial,1,0.3,1,9,,,,,,,2,3,14,5.4,yes,2
336,A1P6OXEJ86HQRM,0,partial,0,0.7,9,1,5,0,,40,no,,,,,4.7,yes,2
337,A1P6OXEJ86HQRM,0,partial,1,0.7,9,1,,,,,,,3,2,93,4.7,yes,2
338,A1P6OXEJ86HQRM,1,partial,0,0.3,1,9,1,4,,24,no,,,,,4.7,yes,2
339,A1P6OXEJ86HQRM,1,partial,1,0.3,1,9,,,,,,,2,3,14,4.7,yes,2
340,A1P6OXEJ86HQRM,2,partial,0,0.7,1,9,3,2,32,61,yes,,,,,4.7,yes,2
341,A1P6OXEJ86HQRM,2,partial,1,0.7,1,9,,,,,,,3,2,65,4.7,yes,2
342,A1P6OXEJ86HQRM,3,partial,0,0.3,9,1,0,5,,60,no,,,,,4.7,yes,2
343,A1P6OXEJ86HQRM,3,partial,1,0.3,9,1,,,,,,,2,3,36,4.7,yes,2
344,A1P6OXEJ86HQRM,4,partial,0,0.3,9,1,1,4,100,60,yes,,,,,4.7,yes,2
345,A1P6OXEJ86HQRM,4,partial,1,0.3,9,1,,,,,,,2,3,62,4.7,yes,2
346,A1P6OXEJ86HQRM,5,partial,0,0.3,1,9,2,3,,37,no,,,,,4.7,yes,2
347,A1P6OXEJ86HQRM,5,partial,1,0.3,1,9,,,,,,,2,3,19,4.7,yes,2
348,A1P6OXEJ86HQRM,6,partial,0,0.3,1,9,0,5,,26,no,,,,,4.7,yes,2
349,A1P6OXEJ86HQRM,6,partial,1,0.3,1,9,,,,,,,2,3,10,4.7,yes,2
350,A1P6OXEJ86HQRM,7,partial,0,0.7,9,1,4,1,,42,no,,,,,4.7,yes,2
351,A1P6OXEJ86HQRM,7,partial,1,0.7,9,1,,,,,,,3,2,96,4.7,yes,2
352,A1P6OXEJ86HQRM,8,partial,0,0.7,1,9,4,1,,66,no,,,,,4.7,yes,2
353,A1P6OXEJ86HQRM,8,partial,1,0.7,1,9,,,,,,,3,2,60,4.7,yes,2
354,A1P6OXEJ86HQRM,9,partial,0,0.3,9,1,2,3,68,56,yes,,,,,4.7,yes,2
355,A1P6OXEJ86HQRM,9,partial,1,0.3,9,1,,,,,,,2,3,59,4.7,yes,2
356,A1P6OXEJ86HQRM,10,partial,0,0.7,1,9,5,0,,63,no,,,,,4.7,yes,2
357,A1P6OXEJ86HQRM,10,partial,1,0.7,1,9,,,,,,,3,2,66,4.7,yes,2
358,A1P6OXEJ86HQRM,11,partial,0,0.7,9,1,3,2,,41,no,,,,,4.7,yes,2
359,A1P6OXEJ86HQRM,11,partial,1,0.7,9,1,,,,,,,3,2,80,4.7,yes,2
360,A1SK77UV16VAHF,0,partial,0,0.3,9,1,2,3,,31,no,,,,,3.0,yes,2
361,A1SK77UV16VAHF,0,partial,1,0.3,9,1,,,,,,,2,3,71,3.0,yes,2
362,A1SK77UV16VAHF,1,partial,0,0.3,1,9,0,5,,59,no,,,,,3.0,yes,2
363,A1SK77UV16VAHF,1,partial,1,0.3,1,9,,,,,,,2,3,6,3.0,yes,2
364,A1SK77UV16VAHF,2,partial,0,0.3,9,1,1,4,,30,no,,,,,3.0,yes,2
365,A1SK77UV16VAHF,2,partial,1,0.3,9,1,,,,,,,2,3,81,3.0,yes,2
366,A1SK77UV16VAHF,3,partial,0,0.7,9,1,4,1,,78,no,,,,,3.0,yes,2
367,A1SK77UV16VAHF,3,partial,1,0.7,9,1,,,,,,,3,2,99,3.0,yes,2
368,A1SK77UV16VAHF,4,partial,0,0.7,1,9,4,1,,37,no,,,,,3.0,yes,2
369,A1SK77UV16VAHF,4,partial,1,0.7,1,9,,,,,,,3,2,26,3.0,yes,2
370,A1SK77UV16VAHF,5,partial,0,0.7,1,9,5,0,,53,no,,,,,3.0,yes,2
371,A1SK77UV16VAHF,5,partial,1,0.7,1,9,,,,,,,3,2,24,3.0,yes,2
372,A1SK77UV16VAHF,6,partial,0,0.3,9,1,0,5,,24,no,,,,,3.0,yes,2
373,A1SK77UV16VAHF,6,partial,1,0.3,9,1,,,,,,,2,3,92,3.0,yes,2
374,A1SK77UV16VAHF,7,partial,0,0.7,9,1,3,2,,81,no,,,,,3.0,yes,2
375,A1SK77UV16VAHF,7,partial,1,0.7,9,1,,,,,,,3,2,100,3.0,yes,2
376,A1SK77UV16VAHF,8,partial,0,0.7,1,9,3,2,,38,no,,,,,3.0,yes,2
377,A1SK77UV16VAHF,8,partial,1,0.7,1,9,,,,,,,3,2,15,3.0,yes,2
378,A1SK77UV16VAHF,9,partial,0,0.7,9,1,5,0,,100,no,,,,,3.0,yes,2
379,A1SK77UV16VAHF,9,partial,1,0.7,9,1,,,,,,,3,2,100,3.0,yes,2
380,A1SK77UV16VAHF,10,partial,0,0.3,1,9,2,3,,79,no,,,,,3.0,yes,2
381,A1SK77UV16VAHF,10,partial,1,0.3,1,9,,,,,,,2,3,11,3.0,yes,2
382,A1SK77UV16VAHF,11,partial,0,0.3,1,9,1,4,,84,no,,,,,3.0,yes,2
383,A1SK77UV16VAHF,11,partial,1,0.3,1,9,,,,,,,2,3,0,3.0,yes,2
384,A1VFOKKVJ7B9D6,0,partial,0,0.7,1,9,4,1,0,77,yes,,,,,4.2,yes,2
385,A1VFOKKVJ7B9D6,0,partial,1,0.7,1,9,,,,,,,3,2,100,4.2,yes,2
386,A1VFOKKVJ7B9D6,1,partial,0,0.3,9,1,0,5,,50,no,,,,,4.2,yes,2
387,A1VFOKKVJ7B9D6,1,partial,1,0.3,9,1,,,,,,,2,3,50,4.2,yes,2
388,A1VFOKKVJ7B9D6,2,partial,0,0.3,9,1,1,4,0,50,yes,,,,,4.2,yes,2
389,A1VFOKKVJ7B9D6,2,partial,1,0.3,9,1,,,,,,,2,3,0,4.2,yes,2
390,A1VFOKKVJ7B9D6,3,partial,0,0.3,1,9,2,3,0,99,yes,,,,,4.2,yes,2
391,A1VFOKKVJ7B9D6,3,partial,1,0.3,1,9,,,,,,,2,3,0,4.2,yes,2
392,A1VFOKKVJ7B9D6,4,partial,0,0.7,9,1,5,0,100,91,yes,,,,,4.2,yes,2
393,A1VFOKKVJ7B9D6,4,partial,1,0.7,9,1,,,,,,,3,2,100,4.2,yes,2
394,A1VFOKKVJ7B9D6,5,partial,0,0.7,9,1,4,1,100,100,yes,,,,,4.2,yes,2
395,A1VFOKKVJ7B9D6,5,partial,1,0.7,9,1,,,,,,,3,2,100,4.2,yes,2
396,A1VFOKKVJ7B9D6,6,partial,0,0.7,9,1,3,2,,24,no,,,,,4.2,yes,2
397,A1VFOKKVJ7B9D6,6,partial,1,0.7,9,1,,,,,,,3,2,100,4.2,yes,2
398,A1VFOKKVJ7B9D6,7,partial,0,0.3,1,9,0,5,,100,no,,,,,4.2,yes,2
399,A1VFOKKVJ7B9D6,7,partial,1,0.3,1,9,,,,,,,2,3,0,4.2,yes,2
400,A1VFOKKVJ7B9D6,8,partial,0,0.7,1,9,5,0,0,80,yes,,,,,4.2,yes,2
401,A1VFOKKVJ7B9D6,8,partial,1,0.7,1,9,,,,,,,3,2,0,4.2,yes,2
402,A1VFOKKVJ7B9D6,9,partial,0,0.7,1,9,3,2,0,74,yes,,,,,4.2,yes,2
403,A1VFOKKVJ7B9D6,9,partial,1,0.7,1,9,,,,,,,3,2,100,4.2,yes,2
404,A1VFOKKVJ7B9D6,10,partial,0,0.3,9,1,2,3,0,0,yes,,,,,4.2,yes,2
405,A1VFOKKVJ7B9D6,10,partial,1,0.3,9,1,,,,,,,2,3,0,4.2,yes,2
406,A1VFOKKVJ7B9D6,11,partial,0,0.3,1,9,1,4,,97,no,,,,,4.2,yes,2
407,A1VFOKKVJ7B9D6,11,partial,1,0.3,1,9,,,,,,,2,3,0,4.2,yes,2
408,A25PFSORDO3SWQ,0,partial,0,0.3,9,1,0,5,,15,no,,,,,5.5,yes,2
409,A25PFSORDO3SWQ,0,partial,1,0.3,9,1,,,,,,,2,3,16,5.5,yes,2
410,A25PFSORDO3SWQ,1,partial,0,0.7,1,9,4,1,,65,no,,,,,5.5,yes,2
411,A25PFSORDO3SWQ,1,partial,1,0.7,1,9,,,,,,,3,2,18,5.5,yes,2
412,A25PFSORDO3SWQ,2,partial,0,0.3,1,9,1,4,,70,no,,,,,5.5,yes,2
413,A25PFSORDO3SWQ,2,partial,1,0.3,1,9,,,,,,,2,3,18,5.5,yes,2
414,A25PFSORDO3SWQ,3,partial,0,0.7,9,1,4,1,,86,no,,,,,5.5,yes,2
415,A25PFSORDO3SWQ,3,partial,1,0.7,9,1,,,,,,,3,2,97,5.5,yes,2
416,A25PFSORDO3SWQ,4,partial,0,0.3,1,9,2,3,,57,no,,,,,5.5,yes,2
417,A25PFSORDO3SWQ,4,partial,1,0.3,1,9,,,,,,,2,3,3,5.5,yes,2
418,A25PFSORDO3SWQ,5,partial,0,0.7,9,1,3,2,,27,no,,,,,5.5,yes,2
419,A25PFSORDO3SWQ,5,partial,1,0.7,9,1,,,,,,,3,2,83,5.5,yes,2
420,A25PFSORDO3SWQ,6,partial,0,0.7,1,9,5,0,,100,no,,,,,5.5,yes,2
421,A25PFSORDO3SWQ,6,partial,1,0.7,1,9,,,,,,,3,2,70,5.5,yes,2
422,A25PFSORDO3SWQ,7,partial,0,0.3,1,9,0,5,,69,no,,,,,5.5,yes,2
423,A25PFSORDO3SWQ,7,partial,1,0.3,1,9,,,,,,,2,3,16,5.5,yes,2
424,A25PFSORDO3SWQ,8,partial,0,0.3,9,1,2,3,,4,no,,,,,5.5,yes,2
425,A25PFSORDO3SWQ,8,partial,1,0.3,9,1,,,,,,,2,3,17,5.5,yes,2
426,A25PFSORDO3SWQ,9,partial,0,0.7,9,1,5,0,,18,no,,,,,5.5,yes,2
427,A25PFSORDO3SWQ,9,partial,1,0.7,9,1,,,,,,,3,2,84,5.5,yes,2
428,A25PFSORDO3SWQ,10,partial,0,0.3,9,1,1,4,,75,no,,,,,5.5,yes,2
429,A25PFSORDO3SWQ,10,partial,1,0.3,9,1,,,,,,,2,3,35,5.5,yes,2
430,A25PFSORDO3SWQ,11,partial,0,0.7,1,9,3,2,,10,no,,,,,5.5,yes,2
431,A25PFSORDO3SWQ,11,partial,1,0.7,1,9,,,,,,,3,2,75,5.5,yes,2
432,A27O7H19C0WQ7T,0,partial,0,0.7,1,9,5,0,60,81,yes,,,,,2.2,yes,2
433,A27O7H19C0WQ7T,0,partial,1,0.7,1,9,,,,,,,3,2,69,2.2,yes,2
434,A27O7H19C0WQ7T,1,partial,0,0.3,1,9,2,3,4,75,yes,,,,,2.2,yes,2
435,A27O7H19C0WQ7T,1,partial,1,0.3,1,9,,,,,,,2,3,11,2.2,yes,2
436,A27O7H19C0WQ7T,2,partial,0,0.3,9,1,2,3,97,0,yes,,,,,2.2,yes,2
437,A27O7H19C0WQ7T,2,partial,1,0.3,9,1,,,,,,,2,3,95,2.2,yes,2
438,A27O7H19C0WQ7T,3,partial,0,0.7,9,1,3,2,83,37,yes,,,,,2.2,yes,2
439,A27O7H19C0WQ7T,3,partial,1,0.7,9,1,,,,,,,3,2,92,2.2,yes,2
440,A27O7H19C0WQ7T,4,partial,0,0.3,1,9,0,5,,90,no,,,,,2.2,yes,2
441,A27O7H19C0WQ7T,4,partial,1,0.3,1,9,,,,,,,2,3,17,2.2,yes,2
442,A27O7H19C0WQ7T,5,partial,0,0.3,9,1,0,5,100,0,yes,,,,,2.2,yes,2
443,A27O7H19C0WQ7T,5,partial,1,0.3,9,1,,,,,,,2,3,100,2.2,yes,2
444,A27O7H19C0WQ7T,6,partial,0,0.7,1,9,4,1,0,0,yes,,,,,2.2,yes,2
445,A27O7H19C0WQ7T,6,partial,1,0.7,1,9,,,,,,,3,2,4,2.2,yes,2
446,A27O7H19C0WQ7T,7,partial,0,0.7,9,1,5,0,,96,no,,,,,2.2,yes,2
447,A27O7H19C0WQ7T,7,partial,1,0.7,9,1,,,,,,,3,2,0,2.2,yes,2
448,A27O7H19C0WQ7T,8,partial,0,0.7,9,1,4,1,,98,no,,,,,2.2,yes,2
449,A27O7H19C0WQ7T,8,partial,1,0.7,9,1,,,,,,,3,2,97,2.2,yes,2
450,A27O7H19C0WQ7T,9,partial,0,0.7,1,9,3,2,0,0,yes,,,,,2.2,yes,2
451,A27O7H19C0WQ7T,9,partial,1,0.7,1,9,,,,,,,3,2,0,2.2,yes,2
452,A27O7H19C0WQ7T,10,partial,0,0.3,1,9,1,4,,96,no,,,,,2.2,yes,2
453,A27O7H19C0WQ7T,10,partial,1,0.3,1,9,,,,,,,2,3,0,2.2,yes,2
454,A27O7H19C0WQ7T,11,partial,0,0.3,9,1,1,4,100,0,yes,,,,,2.2,yes,2
455,A27O7H19C0WQ7T,11,partial,1,0.3,9,1,,,,,,,2,3,100,2.2,yes,2
456,A27W025UEXS1G0,0,partial,0,0.7,1,9,3,2,33,32,yes,,,,,4.9,yes,2
457,A27W025UEXS1G0,0,partial,1,0.7,1,9,,,,,,,3,2,79,4.9,yes,2
458,A27W025UEXS1G0,1,partial,0,0.3,1,9,0,5,,78,no,,,,,4.9,yes,2
459,A27W025UEXS1G0,1,partial,1,0.3,1,9,,,,,,,2,3,5,4.9,yes,2
460,A27W025UEXS1G0,2,partial,0,0.7,9,1,5,0,,80,no,,,,,4.9,yes,2
461,A27W025UEXS1G0,2,partial,1,0.7,9,1,,,,,,,3,2,38,4.9,yes,2
462,A27W025UEXS1G0,3,partial,0,0.7,9,1,3,2,59,38,yes,,,,,4.9,yes,2
463,A27W025UEXS1G0,3,partial,1,0.7,9,1,,,,,,,3,2,95,4.9,yes,2
464,A27W025UEXS1G0,4,partial,0,0.3,9,1,0,5,37,21,yes,,,,,4.9,yes,2
465,A27W025UEXS1G0,4,partial,1,0.3,9,1,,,,,,,2,3,45,4.9,yes,2
466,A27W025UEXS1G0,5,partial,0,0.3,9,1,2,3,40,35,yes,,,,,4.9,yes,2
467,A27W025UEXS1G0,5,partial,1,0.3,9,1,,,,,,,2,3,47,4.9,yes,2
468,A27W025UEXS1G0,6,partial,0,0.3,9,1,1,4,71,29,yes,,,,,4.9,yes,2
469,A27W025UEXS1G0,6,partial,1,0.3,9,1,,,,,,,2,3,44,4.9,yes,2
470,A27W025UEXS1G0,7,partial,0,0.7,1,9,4,1,,30,no,,,,,4.9,yes,2
471,A27W025UEXS1G0,7,partial,1,0.7,1,9,,,,,,,3,2,60,4.9,yes,2
472,A27W025UEXS1G0,8,partial,0,0.3,1,9,1,4,,75,no,,,,,4.9,yes,2
473,A27W025UEXS1G0,8,partial,1,0.3,1,9,,,,,,,2,3,9,4.9,yes,2
474,A27W025UEXS1G0,9,partial,0,0.7,9,1,4,1,,82,no,,,,,4.9,yes,2
475,A27W025UEXS1G0,9,partial,1,0.7,9,1,,,,,,,3,2,97,4.9,yes,2
476,A27W025UEXS1G0,10,partial,0,0.3,1,9,2,3,,61,no,,,,,4.9,yes,2
477,A27W025UEXS1G0,10,partial,1,0.3,1,9,,,,,,,2,3,14,4.9,yes,2
478,A27W025UEXS1G0,11,partial,0,0.7,1,9,5,0,80,14,yes,,,,,4.9,yes,2
479,A27W025UEXS1G0,11,partial,1,0.7,1,9,,,,,,,3,2,79,4.9,yes,2
480,A2BK45LZGGWPLX,0,partial,0,0.7,1,9,5,0,100,82,yes,,,,,5.7,yes,2
481,A2BK45LZGGWPLX,0,partial,1,0.7,1,9,,,,,,,3,2,100,5.7,yes,2
482,A2BK45LZGGWPLX,1,partial,0,0.3,1,9,1,4,,27,no,,,,,5.7,yes,2
483,A2BK45LZGGWPLX,1,partial,1,0.3,1,9,,,,,,,2,3,0,5.7,yes,2
484,A2BK45LZGGWPLX,2,partial,0,0.3,1,9,0,5,,65,no,,,,,5.7,yes,2
485,A2BK45LZGGWPLX,2,partial,1,0.3,1,9,,,,,,,2,3,0,5.7,yes,2
486,A2BK45LZGGWPLX,3,partial,0,0.3,1,9,2,3,,26,no,,,,,5.7,yes,2
487,A2BK45LZGGWPLX,3,partial,1,0.3,1,9,,,,,,,2,3,0,5.7,yes,2
488,A2BK45LZGGWPLX,4,partial,0,0.7,1,9,4,1,99,87,yes,,,,,5.7,yes,2
489,A2BK45LZGGWPLX,4,partial,1,0.7,1,9,,,,,,,3,2,100,5.7,yes,2
490,A2BK45LZGGWPLX,5,partial,0,0.3,9,1,2,3,,28,no,,,,,5.7,yes,2
491,A2BK45LZGGWPLX,5,partial,1,0.3,9,1,,,,,,,2,3,0,5.7,yes,2
492,A2BK45LZGGWPLX,6,partial,0,0.7,9,1,3,2,,37,no,,,,,5.7,yes,2
493,A2BK45LZGGWPLX,6,partial,1,0.7,9,1,,,,,,,3,2,100,5.7,yes,2
494,A2BK45LZGGWPLX,7,partial,0,0.3,9,1,0,5,,84,no,,,,,5.7,yes,2
495,A2BK45LZGGWPLX,7,partial,1,0.3,9,1,,,,,,,2,3,0,5.7,yes,2
496,A2BK45LZGGWPLX,8,partial,0,0.7,9,1,5,0,,24,no,,,,,5.7,yes,2
497,A2BK45LZGGWPLX,8,partial,1,0.7,9,1,,,,,,,3,2,100,5.7,yes,2
498,A2BK45LZGGWPLX,9,partial,0,0.7,9,1,4,1,,28,no,,,,,5.7,yes,2
499,A2BK45LZGGWPLX,9,partial,1,0.7,9,1,,,,,,,3,2,100,5.7,yes,2
500,A2BK45LZGGWPLX,10,partial,0,0.7,1,9,3,2,,80,no,,,,,5.7,yes,2
501,A2BK45LZGGWPLX,10,partial,1,0.7,1,9,,,,,,,3,2,98,5.7,yes,2
502,A2BK45LZGGWPLX,11,partial,0,0.3,9,1,1,4,0,16,yes,,,,,5.7,yes,2
503,A2BK45LZGGWPLX,11,partial,1,0.3,9,1,,,,,,,2,3,1,5.7,yes,2
504,A2EL6OLA6FZ44H,0,partial,0,0.3,9,1,0,5,,22,no,,,,,3.7,yes,2
505,A2EL6OLA6FZ44H,0,partial,1,0.3,9,1,,,,,,,2,3,100,3.7,yes,2
506,A2EL6OLA6FZ44H,1,partial,0,0.3,1,9,0,5,,80,no,,,,,3.7,yes,2
507,A2EL6OLA6FZ44H,1,partial,1,0.3,1,9,,,,,,,2,3,0,3.7,yes,2
508,A2EL6OLA6FZ44H,2,partial,0,0.7,9,1,5,0,,20,no,,,,,3.7,yes,2
509,A2EL6OLA6FZ44H,2,partial,1,0.7,9,1,,,,,,,3,2,100,3.7,yes,2
510,A2EL6OLA6FZ44H,3,partial,0,0.7,9,1,3,2,70,42,yes,,,,,3.7,yes,2
511,A2EL6OLA6FZ44H,3,partial,1,0.7,9,1,,,,,,,3,2,100,3.7,yes,2
512,A2EL6OLA6FZ44H,4,partial,0,0.7,1,9,5,0,,21,no,,,,,3.7,yes,2
513,A2EL6OLA6FZ44H,4,partial,1,0.7,1,9,,,,,,,3,2,4,3.7,yes,2
514,A2EL6OLA6FZ44H,5,partial,0,0.3,1,9,1,4,,38,no,,,,,3.7,yes,2
515,A2EL6OLA6FZ44H,5,partial,1,0.3,1,9,,,,,,,2,3,1,3.7,yes,2
516,A2EL6OLA6FZ44H,6,partial,0,0.7,9,1,4,1,,82,no,,,,,3.7,yes,2
517,A2EL6OLA6FZ44H,6,partial,1,0.7,9,1,,,,,,,3,2,94,3.7,yes,2
518,A2EL6OLA6FZ44H,7,partial,0,0.7,1,9,3,2,,79,no,,,,,3.7,yes,2
519,A2EL6OLA6FZ44H,7,partial,1,0.7,1,9,,,,,,,3,2,7,3.7,yes,2
520,A2EL6OLA6FZ44H,8,partial,0,0.3,9,1,2,3,,67,no,,,,,3.7,yes,2
521,A2EL6OLA6FZ44H,8,partial,1,0.3,9,1,,,,,,,2,3,98,3.7,yes,2
